PaÃ­s;CÃ³digo ISO paÃ­s;Oficina de registro;Grupo edad;Edad (aÃ±os);Ãrea Conocimiento;Sub Area Conocimiento;Nivel AcadÃ©mico;Estado civil;GÃ©nero;Etnia de la persona;Estatura (CM);LocalizaciÃ³n;Cantidad de personas;
COSTA RICA;CRI;C. SAN JOSE;ADULTO JOVEN;21;MATEMÃTICAS Y CIENCIAS NATURALES;BIOLOGÃA, MICROBIOLOGÃA Y AFINES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;-1;(9.748917, -83.753428);1;
VENEZUELA;VEN;C. BARINAS;ADULTO JOVEN;21;NO INDICA;NO INDICA;NINGUNO;SOLTERO;FEMENINO;NINGUNA;140;(6.42375, -66.58973);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;21;BELLAS ARTES;OTRO PROGRAMA DE BELLAS ARTES;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;FEMENINO;OTRO;-1;(40.463667, -3.74922);1;
VENEZUELA;VEN;C. VALENCIA VEN;ADULTO JOVEN;21;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;157;(6.42375, -66.58973);1;
ESTADOS UNIDOS;USA;C. CHICAGO;ADULTO JOVEN;21;MATEMÃTICAS Y CIENCIAS NATURALES;QUÃMICA Y AFINES;NO INDICA;SOLTERO;FEMENINO;OTRO;-1;(37.09024, -95.712891);1;
BOLIVIA;BOL;C. LA PAZ;ADULTO JOVEN;21;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA AGROINDUSTRIAL, ALIMENTOS Y AFINES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;-1;(-16.290154, -63.588653);1;
ECUADOR;ECU;C. QUITO;ADULTO JOVEN;21;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;OTRO;153;(-1.831239, -78.183406);1;
ECUADOR;ECU;C. GUAYAQUIL;ADULTO JOVEN;21;NINGUNA;NINGUNA;NO INDICA;SOLTERO;FEMENINO;NINGUNA;150;(-1.831239, -78.183406);1;
FRANCIA;FRA;C. PARIS;ADULTO JOVEN;21;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;145;(46.227638, 2.213749);1;
ARGENTINA;ARG;C. BUENOS AIRES;ADULTO JOVEN;21;AVIACIÃ“N;AVIACIÃ“N;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;-1;(-38.416097, -63.616672);1;
CHILE;CHL;C. SANTIAGO;ADULTO JOVEN;21;AVIACIÃ“N;AVIACIÃ“N;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(-35.675147, -71.542969);1;
ESPAÃ‘A;ESP;C. BILBAO;ADULTO JOVEN;21;NINGUNA;NINGUNA;PRIMARIA;DESCONOCIDO;FEMENINO;OTRO;-1;(40.463667, -3.74922);1;
PARAGUAY;PRY;C. ASUNCION;ADULTO JOVEN;21;NINGUNA;NINGUNA;NO INDICA;SOLTERO;FEMENINO;NINGUNA;-1;(-23.442503, -58.443832);3;
VENEZUELA;VEN;C. SAN ANT DE TACHIRA;ADULTO JOVEN;21;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;MASCULINO;OTRO;-1;(6.42375, -66.58973);1;
ESPAÃ‘A;ESP;C. BARCELONA;ADULTO JOVEN;21;NINGUNA;NINGUNA;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(40.463667, -3.74922);1;
CANADA;CAN;C. MONTREAL;ADULTO JOVEN;21;NINGUNA;NINGUNA;NINGUNO;SOLTERO;MASCULINO;NINGUNA;-1;(56.130366, -106.346771);1;
PERU;PER;C. LIMA;ADULTO JOVEN;21;CIENCIAS SOCIALES Y HUMANAS;PERIODISMO, COMUNICACIÃ“N SOCIAL Y AFINES;NO INDICA;SOLTERO;MASCULINO;OTRO;-1;(-9.189967, -75.015152);1;
ESTADOS UNIDOS;USA;C. HOUSTON;ADULTO JOVEN;21;CIENCIAS DE LA SALUD;ENFERMERÃA;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;OTRO;-1;(37.09024, -95.712891);2;
PORTUGAL;PRT;C. LISBOA;ADULTO JOVEN;21;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;NINGUNA;160;(39.399872, -8.224454);1;
CANADA;CAN;C. OTTAWA;ADULTO JOVEN;21;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA EN SISTEMAS, TELEMÃTICA Y AFINES;NO INDICA;SOLTERO;MASCULINO;NINGUNA;-1;(56.130366, -106.346771);1;
CHILE;CHL;C. ANTOFAGASTA;ADULTO JOVEN;21;NINGUNA;NINGUNA;BACHILLERATO;UNION_LIBRE;FEMENINO;OTRO;-1;(-35.675147, -71.542969);1;
CANADA;CAN;C. CALGARY;ADULTO JOVEN;21;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;140;(56.130366, -106.346771);1;
REPUBLICA DOMINICANA;DOM;C. SANTO DOMINGO;ADULTO JOVEN;21;AGRONOMÃA, VETERINARIA Y AFINES;MEDICINA VETERINARIA;NO INDICA;SOLTERO;MASCULINO;NINGUNA;-1;(18.735693, -70.162651);1;
BRASIL;BRA;C. BRASILIA;ADULTO JOVEN;21;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA MECÃNICA Y AFINES;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(-14.235004, -51.92528);1;
CHILE;CHL;C. ANTOFAGASTA;ADULTO JOVEN;21;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(-35.675147, -71.542969);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;21;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;SIN ETNIA REGISTRADA;150;(40.463667, -3.74922);2;
BRASIL;BRA;C. BRASILIA;ADULTO JOVEN;21;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA EN SISTEMAS, TELEMÃTICA Y AFINES;NO INDICA;SOLTERO;MASCULINO;OTRO;-1;(-14.235004, -51.92528);1;
ESPAÃ‘A;ESP;C. BILBAO;ADULTO JOVEN;21;BELLAS ARTES;OTRO PROGRAMA DE BELLAS ARTES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;-1;(40.463667, -3.74922);1;
VENEZUELA;VEN;C. MARACAIBO;ADULTO JOVEN;21;NINGUNA;NINGUNA;NO INDICA;DESCONOCIDO;FEMENINO;OTRO;-1;(6.42375, -66.58973);1;
ARGENTINA;ARG;C. BUENOS AIRES;ADULTO JOVEN;21;NO INDICA;AVIACIÃ“N;NO INDICA;SOLTERO;MASCULINO;NINGUNA;-1;(-38.416097, -63.616672);1;
HONDURAS;HND;C. TEGUCIGALPA;ADULTO JOVEN;21;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;-1;(15.199999, -86.241905);1;
HUNGRIA;HUN;C. BUDAPEST;ADULTO JOVEN;21;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;-1;(47.162494, 19.503304);1;
ARUBA;ABW;C. ARUBA;ADULTO JOVEN;21;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;NO INDICA;SOLTERO;MASCULINO;OTRO;-1;(12.52111, -69.968338);1;
ITALIA;ITA;C. ROMA;ADULTO JOVEN;21;NINGUNA;NINGUNA;NINGUNO;SOLTERO;MASCULINO;NINGUNA;-1;(41.87194, 12.56738);1;
CANADA;CAN;C. OTTAWA;ADULTO JOVEN;21;CIENCIAS SOCIALES Y HUMANAS;OTROS ESTUDIOS EN CIENCIAS SOCIALES Y HUMANAS;NO INDICA;SOLTERO;FEMENINO;OTRO;-1;(56.130366, -106.346771);1;
CURAÃ‡AO;CUW;C. WILLEMSTAD;ADULTO JOVEN;21;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;NINGUNA;173;(12.16957, -68.990021);1;
REINO UNIDO;GBR;C. LONDRES;ADULTO JOVEN;21;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;SIN ETNIA REGISTRADA;157;(55.378051, -3.435973);1;
CANADA;CAN;C. TORONTO;ADULTO JOVEN;21;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA EN SISTEMAS, TELEMÃTICA Y AFINES;PREGRADO - PROFESIONAL;DESCONOCIDO;MASCULINO;OTRO;-1;(56.130366, -106.346771);1;
ESPAÃ‘A;ESP;C. BARCELONA;ADULTO JOVEN;21;NINGUNA;NINGUNA;BACHILLERATO;CASADO;FEMENINO;OTRO;-1;(40.463667, -3.74922);1;
ESTADOS UNIDOS;USA;C. BOSTON;ADULTO JOVEN;21;NINGUNA;NINGUNA;PRIMARIA;SOLTERO;FEMENINO;NINGUNA;-1;(37.09024, -95.712891);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;21;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;MASCULINO;SIN ETNIA REGISTRADA;169;(40.463667, -3.74922);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;21;NINGUNA;NINGUNA;PRIMARIA;SOLTERO;MASCULINO;OTRO;170;(40.463667, -3.74922);1;
AUSTRALIA;AUS;C. SYDNEY;ADULTO JOVEN;21;CIENCIAS DE LA SALUD;OTRO PROGRAMA DE SALUD;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(-25.274398, 133.775136);1;
ESTADOS UNIDOS;USA;C. NUEVA YORK;ADULTO JOVEN;21;BELLAS ARTES;MÃšSICA;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(37.09024, -95.712891);1;
ESPAÃ‘A;ESP;C. BARCELONA;ADULTO JOVEN;21;NINGUNA;NINGUNA;NINGUNO;SOLTERO;MASCULINO;OTRO;-1;(40.463667, -3.74922);3;
BRASIL;BRA;C. MANAOS;ADULTO JOVEN;21;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA ELÃ‰CTRICA Y AFINES;NO INDICA;SOLTERO;MASCULINO;OTRO;-1;(-14.235004, -51.92528);1;
ESTADOS UNIDOS;USA;C. NEWARK;ADULTO JOVEN;21;CIENCIAS SOCIALES Y HUMANAS;SOCIOLOGÃA, TRABAJO SOCIAL Y AFINES;NO INDICA;SOLTERO;MASCULINO;NINGUNA;-1;(37.09024, -95.712891);1;
ESPAÃ‘A;ESP;C. BILBAO;ADULTO JOVEN;21;CIENCIAS DE LA SALUD;ENFERMERÃA;NO INDICA;SOLTERO;MASCULINO;NINGUNA;-1;(40.463667, -3.74922);1;
ESTADOS UNIDOS;USA;C. CHICAGO;ADULTO JOVEN;21;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;CONTADURÃA PÃšBLICA;PREGRADO - TÃ‰CNICO PROFESIONAL;CASADO;MASCULINO;NINGUNA;-1;(37.09024, -95.712891);1;
CHILE;CHL;C. ANTOFAGASTA;ADULTO JOVEN;21;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;POSTGRADO - ESPECIALIZACIÃ“N;SOLTERO;MASCULINO;OTRO;-1;(-35.675147, -71.542969);1;
ESTADOS UNIDOS;USA;C. NUEVA YORK;ADULTO JOVEN;21;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA ELÃ‰CTRICA Y AFINES;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;FEMENINO;OTRO;-1;(37.09024, -95.712891);1;
ESTADOS UNIDOS;USA;C. NUEVA YORK;ADULTO JOVEN;21;COCINA Y CULINARIA;COCINA Y CULINARIA;POSTGRADO - ESPECIALIZACIÃ“N;SOLTERO;FEMENINO;OTRO;162;(37.09024, -95.712891);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;21;NINGUNA;NINGUNA;PRIMARIA;SOLTERO;MASCULINO;OTRO;136;(40.463667, -3.74922);1;
MEXICO;MEX;C. MEXICO;ADULTO JOVEN;21;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;SIN ETNIA REGISTRADA;145;(23.634501, -102.552784);1;
VENEZUELA;VEN;C. PUERTO LA CRUZ;ADULTO JOVEN;21;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;SIN ETNIA REGISTRADA;161;(6.42375, -66.58973);1;
ESTADOS UNIDOS;USA;C. CHICAGO;ADULTO JOVEN;21;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA ELECTRÃ“NICA, TELECOMUNICACIONES Y AFINES;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;MASCULINO;OTRO;-1;(37.09024, -95.712891);1;
ECUADOR;ECU;C. QUITO;ADULTO JOVEN;21;NINGUNA;NINGUNA;NINGUNO;SOLTERO;MASCULINO;NINGUNA;-1;(-1.831239, -78.183406);1;
ESTADOS UNIDOS;USA;C. SAN FRANCISCO;ADULTO JOVEN;21;CIENCIAS DE LA SALUD;OTRO PROGRAMA DE SALUD;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;OTRO;-1;(37.09024, -95.712891);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;21;CIENCIAS DE LA EDUCACIÃ“N;EDUCACIÃ“N;PREGRADO - TECNOLÃ“GICO;SOLTERO;FEMENINO;OTRO;-1;(40.463667, -3.74922);1;
ESTADOS UNIDOS;USA;C. BOSTON;ADULTO JOVEN;21;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA INDUSTRIAL Y AFINES;NO INDICA;SOLTERO;MASCULINO;OTRO;-1;(37.09024, -95.712891);1;
VENEZUELA;VEN;C. PUERTO LA CRUZ;ADULTO JOVEN;21;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;NINGUNA;150;(6.42375, -66.58973);2;
FRANCIA;FRA;C. PARIS;ADULTO JOVEN;21;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;153;(46.227638, 2.213749);2;
ESPAÃ‘A;ESP;C. LAS PALMAS DE G.C;ADULTO JOVEN;21;INGENIERÃA, ARQUITECTURA Y AFINES;ARQUITECTURA;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(40.463667, -3.74922);1;
FRANCIA;FRA;C. PARIS;ADULTO JOVEN;21;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;150;(46.227638, 2.213749);2;
ESTADOS UNIDOS;USA;C. ORLANDO;ADULTO JOVEN;21;CIENCIAS DE LA SALUD;MEDICINA;NO INDICA;SOLTERO;MASCULINO;NINGUNA;-1;(37.09024, -95.712891);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;21;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;NINGUNA;120;(40.463667, -3.74922);1;
ECUADOR;ECU;C. QUITO;ADULTO JOVEN;21;NINGUNA;NINGUNA;PRIMARIA;SOLTERO;FEMENINO;NINGUNA;156;(-1.831239, -78.183406);1;
CHILE;CHL;C. ANTOFAGASTA;ADULTO JOVEN;21;CIENCIAS DE LA EDUCACIÃ“N;EDUCACIÃ“N;NO INDICA;SOLTERO;MASCULINO;OTRO;-1;(-35.675147, -71.542969);1;
ESTADOS UNIDOS;USA;C. NEWARK;ADULTO JOVEN;21;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA EN SISTEMAS, TELEMÃTICA Y AFINES;NO INDICA;SOLTERO;MASCULINO;OTRO;-1;(37.09024, -95.712891);1;
COSTA RICA;CRI;C. SAN JOSE;ADULTO JOVEN;21;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;OTRO;170;(9.748917, -83.753428);1;
ESPAÃ‘A;ESP;C. SEVILLA;ADULTO JOVEN;21;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;SIN ETNIA REGISTRADA;157;(40.463667, -3.74922);1;
MEXICO;MEX;C. MEXICO;ADULTO JOVEN;21;CIENCIAS DE LA SALUD;TERAPIAS;NO INDICA;SOLTERO;FEMENINO;OTRO;-1;(23.634501, -102.552784);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;21;CIENCIAS DE LA SALUD;ENFERMERÃA;PREGRADO - TÃ‰CNICO PROFESIONAL;UNION_LIBRE;FEMENINO;NINGUNA;-1;(40.463667, -3.74922);1;
VENEZUELA;VEN;C. MERIDA VEN;ADULTO JOVEN;21;NINGUNA;NINGUNA;NO INDICA;SOLTERO;FEMENINO;NINGUNA;156;(6.42375, -66.58973);1;
ESTADOS UNIDOS;USA;C. NUEVA YORK;ADULTO JOVEN;21;BELLAS ARTES;OTRO PROGRAMA DE BELLAS ARTES;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(37.09024, -95.712891);1;
VENEZUELA;VEN;C. PUERTO LA CRUZ;ADULTO JOVEN;21;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;-1;(6.42375, -66.58973);1;
CURAÃ‡AO;CUW;C. WILLEMSTAD;ADULTO JOVEN;21;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;SIN ETNIA REGISTRADA;144;(12.16957, -68.990021);1;
ESPAÃ‘A;ESP;C. VALENCIA ESP;ADULTO JOVEN;21;INGENIERÃA, ARQUITECTURA Y AFINES;ARQUITECTURA;NO INDICA;CASADO;MASCULINO;NINGUNA;-1;(40.463667, -3.74922);1;
ECUADOR;ECU;C. TULCAN;ADULTO JOVEN;21;CIENCIAS SOCIALES Y HUMANAS;DERECHO Y AFINES;PREGRADO - PROFESIONAL;SOLTERO;MASCULINO;OTRO;-1;(-1.831239, -78.183406);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;21;CIENCIAS SOCIALES Y HUMANAS;GEOGRAFÃA O HISTORIA;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(40.463667, -3.74922);1;
ESPAÃ‘A;ESP;C. SEVILLA;ADULTO JOVEN;21;CIENCIAS DE LA EDUCACIÃ“N;EDUCACIÃ“N;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;MASCULINO;NINGUNA;-1;(40.463667, -3.74922);1;
ESTADOS UNIDOS;USA;C. MIAMI;ADULTO JOVEN;21;COCINA Y CULINARIA;COCINA Y CULINARIA;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;FEMENINO;INDÃGENA;-1;(37.09024, -95.712891);1;
ESPAÃ‘A;ESP;C. VALENCIA ESP;ADULTO JOVEN;21;CIENCIAS SOCIALES Y HUMANAS;OTROS ESTUDIOS EN CIENCIAS SOCIALES Y HUMANAS;NO INDICA;UNION_LIBRE;MASCULINO;OTRO;-1;(40.463667, -3.74922);1;
ARGENTINA;ARG;C. BUENOS AIRES;ADULTO JOVEN;21;CIENCIAS DE LA EDUCACIÃ“N;EDUCACIÃ“N;NO INDICA;SOLTERO;FEMENINO;NINGUNA;-1;(-38.416097, -63.616672);1;
FRANCIA;FRA;C. PARIS;ADULTO JOVEN;21;CIENCIAS SOCIALES Y HUMANAS;LENGUAS MODERNAS, FILOLOGÃA, LINGÃœÃSTICA Y AFINES;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;OTRO;-1;(46.227638, 2.213749);2;
SURINAM;SUR;C. PUERTO ESPAÃ‘A;ADULTO JOVEN;21;NINGUNA;NINGUNA;BACHILLERATO;SOLTERO;FEMENINO;OTRO;-1;(3.919305, -56.027783);1;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;21;NINGUNA;NINGUNA;BACHILLERATO;CASADO;MASCULINO;NINGUNA;-1;(40.463667, -3.74922);1;
ESTADOS UNIDOS;USA;C. SAN FRANCISCO;ADULTO JOVEN;21;AGRONOMÃA, VETERINARIA Y ZOOTECNIA;AGRONOMÃA;POSTGRADO - ESPECIALIZACIÃ“N;SOLTERO;MASCULINO;NINGUNA;-1;(37.09024, -95.712891);1;
VENEZUELA;VEN;C. MERIDA VEN;ADULTO JOVEN;21;NINGUNA;NINGUNA;PRIMARIA;SOLTERO;MASCULINO;NINGUNA;140;(6.42375, -66.58973);1;
VENEZUELA;VEN;C. CARACAS;ADULTO JOVEN;21;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;FEMENINO;NINGUNA;150;(6.42375, -66.58973);1;
ECUADOR;ECU;C. QUITO;ADULTO JOVEN;21;NINGUNA;NINGUNA;NO INDICA;UNION_LIBRE;FEMENINO;AFRODESCENDIENTE;-1;(-1.831239, -78.183406);2;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;21;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA EN SISTEMAS, TELEMÃTICA Y AFINES;NO INDICA;SOLTERO;MASCULINO;OTRO;-1;(40.463667, -3.74922);2;
ESPAÃ‘A;ESP;C. MADRID;ADULTO JOVEN;21;BELLAS ARTES;PUBLICIDAD Y AFINES;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;OTRO;-1;(40.463667, -3.74922);1;
ESTADOS UNIDOS;USA;C. SAN FRANCISCO;ADULTO JOVEN;21;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;MASCULINO;OTRO;-1;(37.09024, -95.712891);1;
ESPAÃ‘A;ESP;C. VALENCIA ESP;ADULTO JOVEN;21;NINGUNA;NINGUNA;PRIMARIA;SOLTERO;FEMENINO;OTRO;140;(40.463667, -3.74922);1;
MEXICO;MEX;C. MEXICO;ADULTO JOVEN;21;NINGUNA;NINGUNA;PRIMARIA;SOLTERO;MASCULINO;OTRO;-1;(23.634501, -102.552784);1;
ESTADOS UNIDOS;USA;C. CHICAGO;ADULTO JOVEN;21;NINGUNA;NINGUNA;NO INDICA;CASADO;MASCULINO;OTRO;-1;(37.09024, -95.712891);1;
ITALIA;ITA;C. MILAN;ADULTO JOVEN;21;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;CONTADURÃA PÃšBLICA;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(41.87194, 12.56738);1;
CANADA;CAN;C. MONTREAL;ADULTO JOVEN;21;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;NO INDICA;SOLTERO;FEMENINO;OTRO;-1;(56.130366, -106.346771);1;
ESTADOS UNIDOS;USA;C. BOSTON;ADULTO JOVEN;21;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;164;(37.09024, -95.712891);1;
ESPAÃ‘A;ESP;C. BILBAO;ADULTO JOVEN;21;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ECONOMÃA;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;NINGUNA;-1;(40.463667, -3.74922);1;
ESPAÃ‘A;ESP;C. BARCELONA;ADULTO JOVEN;21;NO INDICA;COCINA Y CULINARIA;NO INDICA;SOLTERO;MASCULINO;OTRO;-1;(40.463667, -3.74922);1;
ESPAÃ‘A;ESP;C. VALENCIA ESP;ADULTO JOVEN;21;NINGUNA;NINGUNA;PRIMARIA;DESCONOCIDO;MASCULINO;OTRO;-1;(40.463667, -3.74922);1;
CANADA;CAN;C. OTTAWA;ADULTO JOVEN;21;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;MASCULINO;NINGUNA;172;(56.130366, -106.346771);1;
ESTADOS UNIDOS;USA;C. NEWARK;ADULTO JOVEN;21;CIENCIAS DE LA SALUD;OTRO PROGRAMA DE SALUD;NO INDICA;SOLTERO;FEMENINO;NINGUNA;-1;(37.09024, -95.712891);1;
VENEZUELA;VEN;C. PUERTO LA CRUZ;ADULTO JOVEN;21;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;OTRO;159;(6.42375, -66.58973);1;
VENEZUELA;VEN;C. MARACAIBO;ADULTO JOVEN;21;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;SIN ETNIA REGISTRADA;150;(6.42375, -66.58973);1;
REPUBLICA DOMINICANA;DOM;C. SANTO DOMINGO;ADULTO JOVEN;21;INGENIERÃA, ARQUITECTURA Y AFINES;OTRAS INGENIERÃAS;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;-1;(18.735693, -70.162651);1;
ESTADOS UNIDOS;USA;C. SAN FRANCISCO;ADULTO JOVEN;21;INGENIERÃA, ARQUITECTURA Y AFINES;INGENIERÃA CIVIL Y AFINES;NO INDICA;DESCONOCIDO;MASCULINO;OTRO;-1;(37.09024, -95.712891);1;
ECUADOR;ECU;C. QUITO;ADULTO JOVEN;21;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;SIN ETNIA REGISTRADA;164;(-1.831239, -78.183406);1;
REINO UNIDO;GBR;C. LONDRES;ADULTO JOVEN;21;NO INDICA;NO INDICA;PRIMARIA;SOLTERO;MASCULINO;OTRO;145;(55.378051, -3.435973);1;
ESTADOS UNIDOS;USA;C. ATLANTA;ADULTO JOVEN;21;ECONOMÃA, ADMINISTRACIÃ“N CONTADURIA Y AFINES;ADMINISTRACIÃ“N;PREGRADO - TÃ‰CNICO PROFESIONAL;SOLTERO;MASCULINO;OTRO;-1;(37.09024, -95.712891);1;
ESPAÃ‘A;ESP;C. SEVILLA;ADULTO JOVEN;21;CIENCIAS SOCIALES Y HUMANAS;CIENCIA POLÃTICA Y/O RELACIONES INTERNACIONALES;PREGRADO - PROFESIONAL;SOLTERO;FEMENINO;OTRO;-1;(40.463667, -3.74922);1;
ESTADOS UNIDOS;USA;C. NUEVA YORK;ADULTO JOVEN;21;NINGUNA;NINGUNA;BACHILLERATO;CASADO;MASCULINO;NINGUNA;-1;(37.09024, -95.712891);1;
CHILE;CHL;C. SANTIAGO;ADULTO JOVEN;21;AGRONOMÃA, VETERINARIA Y ZOOTECNIA;MEDICINA VETERINARIA;PREGRADO - TECNOLÃ“GICO;SOLTERO;MASCULINO;NINGUNA;-1;(-35.675147, -71.542969);1;
ITALIA;ITA;C. MILAN;ADULTO JOVEN;21;CIENCIAS DE LA EDUCACIÃ“N;EDUCACIÃ“N;NO INDICA;SOLTERO;MASCULINO;NINGUNA;-1;(41.87194, 12.56738);1;
ESTADOS UNIDOS;USA;C. CHICAGO;ADULTO JOVEN;21;NO INDICA;NO INDICA;BACHILLERATO;SOLTERO;FEMENINO;NINGUNA;162;(37.09024, -95.712891);1;
ESPAÃ‘A;ESP;C. BARCELONA;ADULTO JOVEN;21;NINGUNA;NINGUNA;PRIMARIA;DESCONOCIDO;FEMENINO;OTRO;-1;(40.463667, -3.74922);1;
BRASIL;BRA;C. SAO PAULO;ADULTO JOVEN;21;NINGUNA;NINGUNA;BACHILLERATO;DESCONOCIDO;FEMENINO;OTRO;-1;(-14.235004, -51.92528);1;
ESTADOS UNIDOS;USA;C. SAN FRANCISCO;ADULTO JOVEN;21;CIENCIAS SOCIALES Y HUMANAS;PERIODISMO, COMUNICACIÃ“N SOCIAL Y AFINES;NO INDICA;SOLTERO;FEMENINO;NINGUNA;-1;(37.09024, -95.712891);1;
